timestamp,volume,open,last_price,low,high
1606478400,40204.85,0.9967,0.9967,0.9966,0.9974
1606482000,133035.8,0.9969,0.9965,0.9962,0.9974
1606485600,201194.05,0.9965,0.9968,0.9963,0.9973
1606489200,124625.88,0.9968,0.9968,0.9964,0.9973
1606492800,91078.6,0.9968,0.9973,0.9966,0.9973
1606496400,107878.93,0.9972,0.9972,0.9964,0.9974
1606500000,77115.61,0.9968,0.9974,0.9966,0.9974
1606503600,60896.87,0.9974,0.9973,0.9969,0.9974
1606507200,185719.96,0.9973,0.9971,0.9964,0.9974
1606510800,59234.78,0.997,0.9973,0.9965,0.9973
1606514400,91493.86,0.9972,0.9971,0.9968,0.9974
1606518000,60262.2,0.9971,0.9971,0.9968,0.9973
1606521600,28183.44,0.9972,0.9971,0.9968,0.9972
1606525200,73326.34,0.9972,0.9974,0.9971,0.9975
1606528800,48781.98,0.9974,0.9969,0.9966,0.9974
1606532400,39698.51,0.9967,0.9969,0.9967,0.9974
1606536000,58717.57,0.9969,0.9966,0.9966,0.9971
1606539600,33649.06,0.9967,0.9966,0.9966,0.9969
1606543200,22092.9,0.9966,0.997,0.9966,0.9974
1606546800,99434.68,0.997,0.9964,0.9964,0.9973
1606550400,68837.01,0.9966,0.9963,0.9963,0.9966
1606554000,77831.29,0.9966,0.9967,0.9963,0.9968
1606557600,160046.89,0.9966,0.9966,0.9961,0.9967
1606561200,69114.07,0.9966,0.9966,0.9961,0.9967
1606564800,55155.55,0.9966,0.9967,0.9965,0.997
1606568400,414703.16,0.997,0.9972,0.9961,0.998
1606572000,340872.55,0.997,0.9973,0.9966,0.9973
1606575600,261145.0,0.997,0.997,0.9965,0.9973
1606579200,405894.94,0.997,0.9974,0.9965,0.9975
1606582800,244249.97,0.9974,0.9972,0.9966,0.9975
1606586400,62188.63,0.9972,0.9975,0.9966,0.9975
1606590000,27413.5,0.9973,0.9966,0.9966,0.9975
1606593600,40518.19,0.9973,0.9969,0.9965,0.9975
1606597200,53758.15,0.9969,0.9971,0.9965,0.9974
1606600800,65358.48,0.9973,0.9973,0.9965,0.9974
1606604400,69875.37,0.9974,0.9972,0.9969,0.9975
1606608000,87285.17,0.9972,0.9972,0.9966,0.9975
1606611600,68113.36,0.9971,0.9973,0.9971,0.9975
1606615200,63567.12,0.9973,0.9973,0.997,0.9975
1606618800,17682.98,0.9971,0.9973,0.9969,0.9973
1606622400,19357.6,0.9973,0.9971,0.9971,0.9974
1606626000,19144.08,0.9971,0.9971,0.9971,0.9972
1606629600,27793.71,0.9971,0.9966,0.9966,0.9974
1606633200,28940.09,0.9966,0.997,0.9966,0.9972
1606636800,82050.82,0.997,0.9967,0.9965,0.9975
1606640400,114098.63,0.997,0.9971,0.9964,0.9974
1606644000,35700.96,0.9969,0.9967,0.9967,0.9973
1606647600,63073.02,0.9968,0.9972,0.9965,0.9972
1606651200,33850.89,0.997,0.9965,0.9965,0.9972
1606654800,265724.82,0.9965,0.9965,0.9961,0.9967
1606658400,35308.5,0.9963,0.9965,0.9961,0.9965
1606662000,60330.89,0.9964,0.9964,0.9962,0.9965
1606665600,157282.08,0.9965,0.996,0.9959,0.9965
1606669200,32470.46,0.9963,0.9965,0.9959,0.9965
1606672800,150598.16,0.9965,0.9959,0.9959,0.9965
1606676400,403991.74,0.9959,0.9961,0.9958,0.9965
1606680000,100372.98,0.9961,0.9961,0.9958,0.9961
1606683600,148084.07,0.9961,0.9962,0.9957,0.9962
1606687200,102657.92,0.9962,0.9958,0.9957,0.9962
1606690800,91212.65,0.9962,0.9962,0.9958,0.9962
1606694400,115962.92,0.9962,0.9962,0.9956,0.9962
1606698000,199424.65,0.9962,0.9955,0.9955,0.9962
1606701600,628416.89,0.9962,0.9963,0.992,0.9963
1606705200,209953.65,0.9963,0.9963,0.9956,0.9963
1606708800,162847.21,0.996,0.9963,0.9956,0.9963
1606712400,133380.33,0.9963,0.9957,0.9954,0.9963
1606719600,275953.32,0.9957,0.9962,0.9954,0.9963
1606723200,290983.87,0.9955,0.9962,0.9954,0.9963
1606726800,140674.21,0.996,0.9955,0.9953,0.9962
1606730400,509023.77,0.9957,0.9954,0.9937,0.996
1606734000,377378.66,0.9949,0.9953,0.9945,0.9956
1606737600,544949.02,0.995,0.9942,0.9942,0.9957
1606741200,1277476.59,0.995,0.9952,0.9941,0.9952
1606744800,606912.82,0.9952,0.9947,0.994,0.9954
1606748400,1221666.52,0.9952,0.9939,0.9938,0.9953
1606752000,553184.3,0.9939,0.9946,0.992,0.9949
1606755600,400649.28,0.9946,0.9953,0.9942,0.9953
1606759200,265958.6,0.9953,0.995,0.9943,0.9953
1606762800,1163357.69,0.995,0.9944,0.9865,0.9953
1606766400,312389.02,0.9942,0.994,0.9933,0.9945
1606770000,134825.88,0.9939,0.9936,0.9932,0.9941
1606773600,84532.71,0.9932,0.9929,0.9929,0.9937
1606777200,75520.69,0.9934,0.9936,0.9929,0.9939
1606780800,222727.93,0.9936,0.994,0.9928,0.9941
1606784400,113014.71,0.9941,0.9932,0.9932,0.9942
1606788000,182363.28,0.9937,0.9938,0.9931,0.9939
1606791600,154570.59,0.9938,0.994,0.9936,0.9941
1606795200,144352.48,0.9941,0.994,0.9934,0.9943
1606798800,106828.95,0.9943,0.9939,0.9934,0.9943
1606802400,273476.55,0.9939,0.9934,0.9934,0.9942
1606806000,122232.68,0.994,0.9941,0.9935,0.9945
1606809600,87170.96,0.9941,0.9935,0.9935,0.9942
1606813200,74475.46,0.9942,0.9944,0.9935,0.9946
1606816800,451359.3,0.9944,0.9942,0.9931,0.9944
1606820400,551775.19,0.994,0.9953,0.9934,0.9955
1606824000,1144377.34,0.9954,0.996,0.9921,0.996
1606827600,1227404.86,0.9959,0.9965,0.9944,0.997
1606831200,651479.38,0.9964,0.996,0.9956,0.9969
1606834800,331902.7,0.9958,0.9962,0.9954,0.9967
1606838400,462744.56,0.9967,0.9964,0.9958,0.9968
1606842000,335096.26,0.9966,0.9958,0.9957,0.9968
1606845600,99987.99,0.996,0.9964,0.9957,0.9968
1606849200,151729.54,0.9968,0.9966,0.9956,0.9968
1606852800,65937.88,0.9966,0.9958,0.9957,0.9966
1606856400,115606.42,0.9958,0.9956,0.9956,0.9961
1606860000,157235.85,0.9957,0.9962,0.9955,0.9964
1606863600,81821.48,0.9964,0.9957,0.9955,0.9964
1606867200,333629.66,0.9957,0.9959,0.9955,0.9967
1606870800,441096.4,0.9959,0.9961,0.9957,0.9967
1606874400,134764.77,0.9961,0.9962,0.9958,0.9967
1606878000,133052.29,0.9963,0.9962,0.9957,0.9967
1606881600,164044.69,0.9962,0.9963,0.9958,0.9967
1606885200,69381.54,0.9961,0.9962,0.9961,0.9967
1606888800,165293.56,0.9962,0.9959,0.9958,0.9967
1606892400,68388.45,0.9959,0.9961,0.9957,0.9967
1606896000,39859.25,0.9961,0.9961,0.9959,0.9964
1606899600,113901.94,0.9961,0.9959,0.9957,0.9962
1606903200,41061.87,0.996,0.9957,0.9957,0.9961
1606906800,269722.85,0.9957,0.9956,0.9955,0.9961
1606910400,356852.4,0.9956,0.996,0.9943,0.996
1606914000,149254.8,0.9958,0.995,0.995,0.996
1606917600,109911.81,0.9951,0.9955,0.9949,0.9957
1606921200,127773.85,0.9956,0.9954,0.995,0.9959
1606924800,255376.67,0.9951,0.9954,0.995,0.9954
1606928400,283592.84,0.9954,0.9956,0.9952,0.9957
1606932000,79222.52,0.9957,0.9957,0.9954,0.9958
1606935600,61257.0,0.9957,0.9949,0.9948,0.9957
1606939200,81157.91,0.9949,0.9952,0.9948,0.9958
1606942800,269949.52,0.9952,0.9961,0.9949,0.9961
1606946400,1063242.9,0.9961,0.9967,0.9956,0.9972
1606950000,81033.45,0.9969,0.997,0.9963,0.997
1606953600,69849.08,0.9966,0.9965,0.9964,0.997
1606957200,76563.53,0.9969,0.9969,0.9963,0.997
1606960800,84974.94,0.9966,0.997,0.9963,0.997
1606964400,203154.71,0.997,0.9965,0.9961,0.9971
1606968000,34625.46,0.9965,0.9963,0.9961,0.9965
1606971600,97579.42,0.9963,0.9962,0.9961,0.9969
1606975200,64710.94,0.9964,0.9963,0.9961,0.9968
1606978800,133257.71,0.9965,0.9961,0.996,0.9968
1606982400,199778.48,0.996,0.9968,0.996,0.9968
1606986000,220698.48,0.9964,0.9967,0.9959,0.9968
1606989600,80720.23,0.9963,0.9958,0.9958,0.9967
1606993200,178325.4,0.996,0.9962,0.9958,0.9967
1606996800,63551.98,0.9964,0.9967,0.9961,0.9967
1607000400,88386.88,0.9963,0.9971,0.9963,0.9971
1607004000,79382.24,0.9971,0.9971,0.9967,0.9971
1607007600,152911.78,0.9971,0.9962,0.9962,0.9971
1607011200,415052.17,0.9965,0.9961,0.9959,0.9972
1607014800,106460.44,0.9962,0.9968,0.9961,0.997
1607018400,173370.28,0.9965,0.9968,0.9959,0.9969
1607022000,69924.63,0.9968,0.9964,0.9963,0.9969
1607025600,51211.14,0.9965,0.9966,0.9962,0.9968
1607029200,53788.1,0.9966,0.9965,0.996,0.9968
1607032800,21419.28,0.9968,0.9965,0.9965,0.9968
1607036400,85132.17,0.9965,0.9968,0.9961,0.9968
1607040000,106426.65,0.9968,0.9959,0.9959,0.9968
1607043600,71205.29,0.996,0.9968,0.996,0.9968
1607047200,106550.64,0.9968,0.9968,0.9964,0.9968
1607050800,102829.46,0.9968,0.9967,0.9961,0.9968
1607054400,105407.16,0.9968,0.9964,0.996,0.9968
1607058000,60524.54,0.9967,0.9962,0.9961,0.9968
1607061600,34103.72,0.9962,0.9964,0.9962,0.9968
1607065200,20647.79,0.9966,0.9967,0.9961,0.9967
1607068800,40484.52,0.9966,0.9964,0.9964,0.9967
1607072400,31278.2,0.9967,0.9964,0.9964,0.9967
1607076000,436935.35,0.9966,0.9969,0.996,0.9969
1607079600,176740.3,0.9969,0.9967,0.9967,0.9969
1607083200,277678.01,0.9967,0.9966,0.9962,0.9969
1607086800,291429.83,0.9966,0.9973,0.9962,0.9974
1607090400,80346.73,0.9973,0.9967,0.9965,0.9973
1607094000,218942.01,0.9967,0.9965,0.9964,0.9969
1607097600,98175.29,0.9963,0.9972,0.9962,0.9972
1607101200,104197.88,0.9965,0.9965,0.9962,0.9971
1607104800,225773.95,0.9967,0.9958,0.9958,0.9968
1607108400,132690.33,0.9958,0.9963,0.9958,0.9968
1607112000,32893.62,0.9966,0.9968,0.9961,0.9968
1607115600,224936.48,0.9968,0.9964,0.9958,0.9968
1607119200,141473.07,0.9966,0.9966,0.9964,0.9968
1607122800,247816.38,0.9966,0.9965,0.9956,0.9968
1607126400,336121.56,0.9964,0.9957,0.9954,0.9971
1607130000,128262.73,0.9957,0.9966,0.9957,0.9966
1607133600,50083.87,0.9964,0.9969,0.9964,0.9969
1607137200,99592.0,0.9969,0.9966,0.9966,0.997
1607140800,26408.31,0.9966,0.9967,0.9964,0.9971
1607144400,50863.66,0.9967,0.9963,0.9961,0.997
1607148000,135410.1,0.9963,0.9961,0.996,0.997
1607151600,185649.66,0.9961,0.9959,0.9959,0.9961
1607155200,74203.83,0.9961,0.996,0.9959,0.9961
1607158800,128032.96,0.996,0.9957,0.9957,0.9961
1607162400,42831.75,0.9957,0.9957,0.9957,0.9961
1607166000,295291.38,0.9961,0.9956,0.9955,0.9961
1607169600,122352.1,0.9956,0.9959,0.9954,0.996
1607173200,91364.27,0.9955,0.9959,0.9953,0.9959
1607176800,62816.45,0.9953,0.9958,0.9953,0.9961
1607180400,66614.3,0.9961,0.996,0.9953,0.9961
1607184000,56159.79,0.9961,0.9955,0.9952,0.9961
1607187600,50910.01,0.9953,0.9951,0.9951,0.9961
1607191200,25393.41,0.9958,0.996,0.9951,0.996
1607194800,65624.9,0.9959,0.9958,0.9954,0.9959
1607198400,31401.3,0.9958,0.9957,0.9954,0.9958
1607202000,40604.44,0.9957,0.9958,0.9952,0.9958
1607205600,45887.99,0.9958,0.9958,0.9952,0.9958
1607209200,34858.74,0.9958,0.9958,0.9952,0.9958
1607212800,330805.5,0.9952,0.9958,0.9952,0.9958
1607216400,310915.05,0.9956,0.9951,0.9951,0.9958
1607220000,163392.14,0.9955,0.9957,0.995,0.9958
1607223600,191427.63,0.9957,0.9947,0.9947,0.9957
1607227200,152626.86,0.9946,0.9946,0.9946,0.9956
1607230800,80944.36,0.9954,0.9954,0.9945,0.9954
1607234400,558689.98,0.9948,0.995,0.992,0.9956
1607238000,340476.66,0.995,0.9948,0.9946,0.995
1607241600,577034.48,0.9948,0.995,0.9944,0.995
1607245200,246878.48,0.995,0.9957,0.9948,0.9965
1607248800,243284.47,0.9957,0.9953,0.9945,0.9957
1607252400,69859.17,0.9953,0.9953,0.9948,0.9954
1607256000,165815.05,0.9953,0.9938,0.9937,0.9955
1607259600,170263.5,0.9944,0.9952,0.9944,0.9952
1607263200,193764.04,0.9952,0.9954,0.9948,0.9955
1607266800,49884.73,0.9954,0.9953,0.9946,0.9954
1607270400,107370.62,0.9953,0.9951,0.9946,0.9953
1607274000,41513.96,0.9951,0.9949,0.9945,0.9952
1607277600,67618.45,0.9949,0.995,0.9945,0.9954
1607281200,66911.4,0.995,0.995,0.9945,0.9954
1607284800,61207.84,0.995,0.9947,0.9945,0.9954
1607288400,47924.35,0.995,0.9951,0.9946,0.9954
1607292000,139323.43,0.995,0.9949,0.9945,0.9955
1607295600,40771.23,0.9948,0.9952,0.9946,0.9954
1607299200,244119.97,0.9952,0.9946,0.9945,0.9954
1607302800,209896.17,0.9952,0.9959,0.9947,0.9959
1607306400,42194.64,0.9959,0.9958,0.9955,0.9959
1607310000,116250.92,0.9959,0.9959,0.9952,0.9959
1607313600,95787.05,0.9958,0.9958,0.9958,0.9964
1607317200,92250.74,0.996,0.9958,0.9954,0.9964
1607320800,44828.7,0.9954,0.9956,0.9954,0.9959
1607324400,47587.16,0.9956,0.9953,0.9953,0.9962
1607328000,157058.61,0.9956,0.9952,0.9952,0.9963
1607331600,29697.36,0.9956,0.9961,0.9951,0.9961
1607335200,91092.32,0.996,0.9954,0.9951,0.996
1607338800,22444.6,0.9951,0.9953,0.9951,0.9955
1607342400,102871.36,0.9952,0.9953,0.995,0.9955
1607346000,91470.36,0.9953,0.9952,0.9952,0.996
1607349600,58627.05,0.9952,0.9957,0.9951,0.9957
1607353200,61605.75,0.9955,0.9957,0.9953,0.9959
1607356800,130036.64,0.9959,0.9959,0.9957,0.9964
1607360400,69727.33,0.9959,0.9961,0.9957,0.9963
1607364000,254802.6,0.9959,0.9958,0.9957,0.9967
1607367600,72264.97,0.9961,0.996,0.9954,0.9961
1607371200,57818.74,0.996,0.9958,0.9952,0.9961
1607374800,334792.04,0.9958,0.9953,0.9947,0.9961
1607378400,257909.85,0.9954,0.9948,0.9947,0.9959
1607382000,288254.17,0.9948,0.9945,0.992,0.995
1607385600,212853.81,0.9945,0.9958,0.9945,0.9958
1607389200,86847.24,0.9958,0.9955,0.9951,0.9959
1607392800,160060.23,0.9959,0.995,0.9945,0.9959
1607396400,138477.34,0.995,0.9953,0.9948,0.9953
1607400000,61051.42,0.995,0.9953,0.9948,0.9956
1607403600,68736.67,0.9953,0.9947,0.9947,0.9954
1607407200,38407.09,0.9946,0.9953,0.9945,0.9953
1607410800,141449.22,0.9952,0.9944,0.9944,0.9954
1607414400,170361.24,0.9945,0.9952,0.9943,0.9953
1607418000,185666.98,0.9948,0.9954,0.9943,0.9955
1607421600,66733.06,0.9954,0.9952,0.9945,0.9954
1607425200,116236.73,0.9952,0.9952,0.995,0.9955
1607428800,120483.74,0.9952,0.9954,0.9947,0.9957
1607432400,58350.76,0.9954,0.9958,0.9949,0.9962
1607436000,118425.71,0.9958,0.9952,0.995,0.9959
1607439600,152088.62,0.9952,0.995,0.995,0.9957
1607443200,251360.52,0.995,0.9962,0.9949,0.9962
1607446800,61276.71,0.9959,0.9958,0.9952,0.9962
1607450400,44323.87,0.9958,0.995,0.995,0.9961
1607454000,28374.59,0.995,0.9949,0.9949,0.9952
1607457600,155474.27,0.9949,0.9946,0.9943,0.9951
1607461200,204432.71,0.9949,0.9948,0.9944,0.995
1607464800,105780.77,0.9946,0.9953,0.9946,0.9954
1607468400,582508.67,0.9958,0.9943,0.994,0.9964
1607472000,389533.32,0.9941,0.9937,0.9923,0.9949
1607475600,372735.04,0.9937,0.9939,0.9933,0.9946
1607479200,422975.88,0.9941,0.9935,0.992,0.9942
1607482800,310398.32,0.9935,0.9942,0.9927,0.9942
1607486400,92198.62,0.9942,0.9945,0.9939,0.9945
1607490000,130590.33,0.9945,0.9942,0.9942,0.9947
1607493600,63488.19,0.9942,0.9945,0.9942,0.9947
1607497200,197371.86,0.9945,0.9946,0.9942,0.995
1607500800,607914.53,0.9944,0.9948,0.9942,0.9954
1607504400,211211.24,0.9954,0.9951,0.9942,0.9954
1607508000,224446.74,0.9949,0.9945,0.9937,0.9949
1607511600,161542.98,0.9944,0.9946,0.9941,0.995
1607515200,156761.65,0.9949,0.9945,0.9939,0.9949
1607518800,228988.58,0.9945,0.9946,0.9942,0.995
1607522400,234967.6,0.9947,0.9952,0.9941,0.9952
1607526000,215893.76,0.9952,0.9953,0.9943,0.9953
1607529600,77741.72,0.9953,0.9954,0.9951,0.9954
1607533200,278224.46,0.9954,0.9953,0.9949,0.9959
1607536800,89035.92,0.9954,0.996,0.9953,0.996
1607540400,78075.82,0.9955,0.9961,0.9953,0.9961
1607544000,87990.8,0.9961,0.9954,0.9953,0.9961
1607547600,60374.84,0.9954,0.9958,0.9953,0.9962
1607551200,93957.05,0.9959,0.9958,0.9957,0.9963
1607554800,205213.89,0.9956,0.9963,0.9956,0.9974
1607558400,218764.95,0.9966,0.9963,0.996,0.9969
1607562000,77147.86,0.9969,0.9966,0.996,0.9969
1607565600,24917.39,0.9965,0.9965,0.9961,0.9969
1607569200,55495.16,0.9965,0.9965,0.9963,0.9969
1607572800,76743.85,0.9967,0.9959,0.9959,0.9969
1607576400,66007.2,0.9959,0.9955,0.9955,0.9968
1607580000,40814.03,0.9958,0.9965,0.9957,0.9965
1607583600,4758.59,0.996,0.9967,0.996,0.9967
1607587200,66037.05,0.9962,0.9957,0.9956,0.9967
1607590800,119705.57,0.9957,0.996,0.9955,0.996
1607594400,116349.26,0.996,0.996,0.9957,0.9965
1607598000,88672.55,0.9964,0.9959,0.9959,0.9968
1607601600,25178.56,0.9959,0.996,0.9958,0.9965
1607605200,159054.59,0.996,0.9963,0.9958,0.9966
1607608800,397960.97,0.9959,0.9954,0.9952,0.9961
1607612400,236786.17,0.9956,0.9954,0.9951,0.996
1607616000,258666.57,0.9954,0.9954,0.9951,0.996
1607619600,120340.47,0.9953,0.9957,0.995,0.996
1607623200,33277.41,0.9959,0.9955,0.9952,0.9959
1607626800,94413.98,0.9954,0.9953,0.9951,0.9962
1607630400,80309.51,0.9951,0.9958,0.995,0.9958
1607634000,59400.57,0.9958,0.9959,0.9957,0.9959
1607637600,27615.22,0.9957,0.9957,0.9955,0.996
1607641200,131206.05,0.9959,0.9952,0.995,0.9959
1607644800,259653.81,0.9952,0.9951,0.9949,0.9959
1607648400,451491.36,0.9949,0.9949,0.9948,0.9959
1607652000,157531.23,0.9951,0.9946,0.994,0.9957
1607655600,364153.96,0.9946,0.9948,0.9939,0.9949
1607659200,80677.12,0.9948,0.9951,0.9948,0.9951
1607662800,31977.79,0.9949,0.995,0.9946,0.9951
1607666400,158852.07,0.9951,0.9953,0.9946,0.9953
1607670000,259412.72,0.9953,0.9956,0.9948,0.9958
1607673600,339063.94,0.9958,0.9955,0.9949,0.9962
1607677200,71919.4,0.9955,0.9955,0.9955,0.9961
